latitude,longitude,mag
36.9353333,-121.6801667,3.39
38.9693333,-122.693,3.8
37.403,-113.875,3
38.7863333,-122.7696667,3.13
32.4611667,-115.26,4.19
40.528,-124.7825,4.28
32.6158333,-115.7491667,3.15
36.659,-121.2775,3.15
40.429,-124.3535,3.18
33.733,-116.0571667,3.51
33.7306667,-116.0543333,3.47
36.0025,-117.9078333,3.25
34.002,-116.3371667,3.08
33.1946667,-119.4491667,4.14
34.0065,-116.3231667,3.16
39.4123333,-120.1236667,3.05
34.0101667,-117.588,3.53
36.5608333,-121.1276667,3
36.666,-113.794,3.4
37.7422,-115.1291,3.4
40.4551667,-124.3311667,3.03
38.8011667,-122.8146667,3.26
33.6326667,-119.0563333,3.33
33.4683333,-116.5803333,3.08
39.355,-115.1966,3.4
38.537,-119.5056667,3.49
38.5436667,-119.5075,3.14
33.1791667,-115.6063333,3.16
37.3848,-114.8865,3
33.246,-116.2615,3.33
33.2451667,-116.2651667,3.85
32.7973333,-116.1505,3.23
38.5932,-118.5093,3
36.2273333,-118.3186667,3.36
37.4873333,-118.8381667,3.48
33.9696667,-117.2256667,3.04
32.2911667,-115.5066667,3.02
39.2971,-115.7464,4
38.8185,-122.7861667,3.04
32.9133333,-116.3578333,3
40.7858,-115.1002,3.1
37.846,-122.2406667,3.11
35.6806667,-117.6196667,4.1
35.9403333,-120.0328333,3.45
39.6061667,-120.477,3.8
32.3488333,-115.2233333,3.34
37.8666667,-122.2605,3.62
39.6055,-120.4715,4.73
37.8538333,-121.8915,3
38.648,-116.162,3.4
32.9965,-116.401,3.01
37.8608333,-122.2566667,3.84
37.857,-122.2526667,3.95
37.5401667,-118.865,3.21
34.6931667,-116.293,3.54
34.6938333,-116.2935,3.78
32.9966667,-116.3988333,3.06
37.7513,-115.1196,3.5
37.9068333,-118.5631667,4.03
32.5368333,-115.6816667,3.64
39.3193,-115.2437,3.6
32.6546667,-115.9481667,3.06
34.72,-116.0275,3.44
35.494,-118.398,3.12
36.9426667,-117.5153333,3.99
33.4786667,-116.4543333,3.19
38.8965,-118.7674,4.8
38.893,-118.766,4.4
37.6426667,-119.416,3.17
37.7786667,-122.2115,3.08
39.9857,-117.8821,4.1
34.3096667,-116.9746667,3.1
32.3435,-115.2511667,3.75
38.6031667,-122.3891667,3.43
37.7506667,-122.1505,3.24
34.496,-118.434,3.32
36.1041667,-117.5873333,3.13
36.1106667,-117.5891667,3.79
38.8258333,-122.8036667,3.38
33.6328333,-117.839,3.47
33.953,-117.0758333,4.14
35.7305,-121.1091667,3.56
39.3775,-115.6143,3.8
37.5131667,-118.8073333,3.27
36.529,-121.1155,3.11
34.3391667,-118.4748333,4.24
35.7321667,-121.1108333,3.56
36.5836667,-121.1796667,3.18
36.6011667,-121.2025,3.61
36.5843333,-121.1808333,4.64
36.6006667,-121.2106667,3.34
36.5798333,-121.1746667,3.24
37.751,-122.138,3.5
37.7451667,-122.151,3.38
37.5456667,-118.8721667,4.23
37.7438333,-122.1486667,3.6
39.2735,-118.1082,3
36.4375,-121.0141667,3.21
36.3686667,-117.8385,3.22
38.2302,-115.7363,3.2
33.7725,-118.1456667,3.14
38.4442,-118.7262,4
38.7913333,-122.7475,3.67
36.7167,-116.4426,3
36.5633333,-121.154,3.14
37.5298333,-118.4445,3.21
32.7378333,-115.4211667,3.03
41.5191667,-120.4941667,3.37
36.8454,-116.256,3.2
33.6321667,-118.5151667,3.18
34.9586667,-119.0823333,3.02
40.398,-124.9586667,3.55
37.4374,-114.471,3.1
33.481,-116.4916667,3.09
38.3175,-122.6546667,3.33
33.8703333,-118.2855,3.16
32.7975,-116.1491667,3.86
32.8715,-115.5056667,3.01
36.7473333,-121.3438333,3.17
34.5818333,-120.9263333,3.39
37.8596667,-122.2568333,3.28
33.7548333,-116.9336667,3.1
39.0738,-118.4009,3
39.3176,-119.9856,3
37.1549,-117.3789,3.1
32.8011667,-116.1498333,4.11
35.388,-117.8396667,3.36
36.6583333,-121.2863333,3
36.6651667,-121.2928333,3.8
38.423,-118.7417,3.3
33.0531667,-117.9828333,3.66
36.6365,-121.1218333,3.08
36.4593333,-120.3693333,3.19
38.4422,-118.7308,3.4
38.7448333,-122.7155,3.26
32.2926667,-115.3315,3.17
33.1725,-115.6515,3.08
35.923,-117.7396667,3.27
39.324,-119.987,3.1
39.318,-119.978,3.3
32.5631667,-115.6661667,3.01
34.5106667,-119.0795,3.31
32.998,-116.3523333,3.63
36.6693333,-121.2928333,3.14
40.2946667,-124.3776667,3.69
33.6903333,-116.74,3.6
38.3576667,-122.5663333,3.11
33.623,-119.0433333,3.53
32.6235,-115.7493333,3.29
32.6333333,-115.7368333,3.05
32.663,-115.7365,4.42
38.8319,-118.705,3
33.9153333,-118.2736667,3.4
33.9843333,-116.5616667,3.07
33.6355,-116.732,3.11
34.2166667,-116.7526667,3.18
38.4249,-118.7383,3
38.4195,-118.7404,3.1
38.792,-122.7631667,3.73
38.4153,-118.7447,3.5
37.2566667,-121.6391667,3.17
34.2216667,-117.0503333,3.8
38.437,-118.73,4.1
37.9801667,-122.2533333,3.36
33.5016667,-119.1181667,3.69
38.4158,-118.7437,3.6
37.1617,-117.3808,3.4
38.4205,-118.7432,3.3
38.4314,-118.7332,3.5
37.1652,-117.3856,3
39.2293333,-123.1818333,3.74
35.1436667,-116.8626667,3.35
38.4174,-118.7368,3
38.4189,-118.7191,3
34.832,-116.378,3.22
35.3493333,-118.5641667,3.05
32.6575,-115.7895,3.56
38.419,-118.717,4.1
38.4169,-118.7342,3.2
37.3895,-118.6865,3.29
38.2901,-118.1972,3.6
38.293,-118.182,3.4
38.7946667,-122.7761667,3.34
38.4216,-118.7397,3.9
39.3423,-115.6472,3.3
38.8231667,-122.7926667,3.21
39.475,-122.9378333,3.2
32.8588333,-116.2418333,3.03
36.3865,-117.8736667,3
36.3988333,-117.8726667,3.54
36.3908333,-117.8698333,3.61
36.3953333,-117.8703333,4.45
39.4621667,-122.9373333,3.4
38.3089,-116.453,3.9
38.4101,-118.7205,3.8
38.4165,-118.7148,4.2
38.4109,-118.7248,3.6
35.9575,-117.6581667,3.24
38.8126667,-122.8173333,3.9
35.9681667,-117.6473333,3.19
40.2305,-121.053,3.28
38.4114,-118.725,3.3
38.4134,-118.7235,3.4
33.0208333,-116.3176667,3.59
38.8321667,-122.7943333,3.38
38.3616,-118.7551,3
39.4849,-118.0727,3.2
40.8131667,-123.9553333,3.25
32.3965,-115.5566667,3.05
32.3748333,-115.5465,3.48
32.3781667,-115.549,3.63
32.4008333,-115.5486667,3.29
32.3875,-115.551,3.96
38.4127,-118.7423,3.1
37.601,-122.4501667,3.37
38.4117,-118.7457,3.1
38.4179,-118.7554,3.3
38.4046,-118.7285,3.2
38.3985,-118.7432,3.2
38.3962,-118.7356,3
38.4038,-118.7292,3.6
38.3924,-118.7223,3.3
38.3763,-118.7528,3.1
38.352,-118.7486,3.5
38.3673,-118.7496,4
38.3761,-118.7403,3
38.3891,-118.7433,4.6
38.3931,-118.7231,3
38.2835,-118.2052,4
32.304,-115.3375,3.15
38.3913,-118.7503,3.7
38.3961,-118.7416,3.9
38.395,-118.742,3.8
38.3949,-118.734,3.9
38.3899,-118.7306,4.1
38.3988,-118.7322,3.1
33.4623333,-116.4506667,3
33.4618333,-116.4451667,3.19
38.4032,-118.7298,3.4
38.381,-118.7432,3
38.3789,-118.7482,3
38.3865,-118.7405,3.3
38.384,-118.7421,4.3
38.3785,-118.7543,3.5
38.3731,-118.7439,4.2
38.373,-118.745,4.3
38.294,-116.4257,3.3
38.3743,-118.7374,3
38.3747,-118.7455,4.1
38.3671,-118.7425,3.9
38.3649,-118.7429,3.5
38.3724,-118.734,3.5
38.3741,-118.7354,3.1
38.7615,-122.738,3.27
32.6323333,-115.7325,3.11
32.6055,-115.7236667,4.13
32.6326667,-115.7263333,3.32
36.072,-121.6243333,3.89
32.64,-115.7496667,3.15
34.3218333,-116.8375,3.08
32.3391667,-115.2281667,4.35
40.4273333,-124.2181667,3.6
33.2248333,-116.7566667,3.7
33.1873333,-115.6538333,3.42
32.3433333,-115.1756667,3.96
32.2543333,-115.3653333,3.26
37.1593,-117.3838,3.3
40.0273333,-120.071,3.22
40.0388333,-120.0621667,3.49
33.9853333,-118.8131667,3.28
39.1216667,-123.4178333,3.47
38.836,-122.7558333,3.21
38.7866667,-122.772,3.49
36.622,-121.2293333,3.27
38.8091667,-122.7885,3.09
40.6281667,-124.7058333,3.35
39.0318,-118.8088,3.3
38.3878,-118.7279,4.5
38.3828,-118.724,4.1
35.3506667,-118.5611667,3.35
36.008,-117.4008333,3.15
32.572,-115.6896667,3.11
32.2581667,-115.3541667,3.44
32.8215,-115.616,3.01
34.4681667,-116.5163333,3.42
36.8093333,-121.5401667,3.41
37.3993333,-118.3731667,3.49
37.3998333,-118.3758333,3.11
38.8153333,-122.82,4.43
37.499,-118.8316667,3
37.288,-122.7113333,3.37
36.0368333,-118.3548333,3.48
39.4938333,-122.9565,4.21
39.4993333,-122.9488333,4.29
37.162,-117.3777,3.4
37.1585,-117.3764,3
35.7931667,-120.3441667,3.19
34.3143333,-118.7205,3.19
36.6836667,-121.3095,3.19
33.7043333,-116.8318333,3.62
38.5332,-118.3763,3.7
33.9421667,-120.6223333,3.25
37.232,-117.8358333,3.47
38.8286667,-122.8005,3.25
32.6471667,-115.9195,3.95
40.772,-124.334,3.04
38.7591667,-122.7048333,3
33.5653333,-118.315,3.04
32.6695,-115.8473333,3.47
40.3061667,-124.5475,3.2
37.8483333,-122.0323333,3.04
35.079,-118.9846667,3.17
38.4913,-117.6524,3.4
38.5451,-118.3834,3.2
32.6601667,-115.9408333,3.22
38.5421,-118.372,3.2
38.5324,-118.3918,3.2
38.5206,-118.4023,3.9
38.527,-118.407,4.3
38.5374,-118.3814,4.2
38.5281,-118.3959,3.9
39.877,-120.4818333,3.38
38.754,-119.5943,3.1
36.8028333,-121.5416667,3.92
36.8018333,-121.5405,3.68
36.7741667,-121.503,3.29
36.769,-121.4981667,3.23
36.7711667,-121.4963333,4.5
33.8591667,-118.4576667,3.03
33.9398333,-120.5953333,3.37
33.958,-120.5756667,3.48
37.1662,-117.3771,3.9
33.2265,-116.7725,3.11
37.1236667,-121.5255,3.06
37.2871667,-121.6581667,4.1
33.8251667,-116.9856667,3.3
40.3156667,-124.5935,3.79
38.8325,-119.7893333,3.53
33.1625,-115.6375,3.16
33.1596667,-115.6445,3.52
32.9916667,-116.3546667,3.8
32.2675,-115.3588333,3.2
39.2323333,-120.1016667,3.3
38.795,-122.7578333,3.13
34.5106667,-118.68,3.6
33.1861667,-115.6198333,3.58
33.1883333,-115.6213333,3.78
40.5441667,-123.8688333,3.69
32.4533333,-115.5636667,4.31
33.3716667,-116.4246667,3.17
36.811,-121.546,3.31
32.9193333,-116.2671667,3.36
38.7896667,-122.7423333,3.58
36.4556667,-120.5661667,3.09
32.6708333,-115.8415,3.24
32.648,-115.8273333,3.23
32.6625,-115.8298333,3.58
32.6696667,-115.8303333,4.15
37.8157,-115.2156,3.5
36.458,-120.5633333,3.55
32.5848333,-115.7575,3.1
32.62,-115.7551667,3.05
34.0306667,-118.937,3.15
33.0225,-115.5381667,3.1
33.0196667,-115.5453333,3.88
33.027,-115.5408333,3.43
33.0326667,-115.5431667,4.37
33.0231667,-115.5395,3.65
33.0263333,-115.5475,3.27
40.105,-117.571,3
33.1393333,-116.471,3.91
32.613,-115.7643333,3.66
36.582,-121.0315,3.04
32.6173333,-115.7706667,4.01
32.6205,-115.7738333,3.83
32.6618333,-115.9415,3.05
38.8036667,-122.7996667,3.71
32.6271667,-115.7358333,3.62
41.159,-116.318,3.4
32.2713333,-115.3366667,3.31
35.9633333,-117.6626667,3.03
35.9636667,-117.6638333,3.28
34.0166667,-117.2266667,3.22
36.6041667,-121.2056667,3.14
39.426,-119.866,3
37.3003333,-121.6661667,3.25
36.0355,-117.781,3.74
36.8803333,-121.6181667,3.3
32.6026667,-115.7305,3.17
37.5716667,-118.8635,3.06
39.8776667,-120.4893333,3.64
40.5633333,-121.7316667,3.13
40.5613333,-121.724,3.48
35.7248333,-121.1126667,3.23
33.3883333,-116.418,3.75
33.0036667,-116.4665,3.68
33.9875,-117.1586667,3.16
38.6548333,-119.6286667,3.29
38.6596667,-119.6235,3.52
38.6586667,-119.6276667,3.24
32.6885,-115.5373333,3.08
40.2685,-123.8128333,3.05
32.6503333,-115.6881667,3.26
33.7783333,-118.1548333,3.71
32.8645,-115.9973333,4.57
38.65,-119.5676667,3.06
38.644,-119.5706667,4.28
34.992,-116.949,3.1
37.4911667,-118.8445,3.16
32.8328333,-115.9516667,3
32.8281667,-115.9536667,3.88
32.6588333,-115.7275,3.05
35.068,-118.9788333,3.73
32.4573333,-115.5775,3.3
38.8353333,-122.7921667,3.54
32.3596667,-115.2188333,3.1
40.7333333,-123.9581667,3.43
32.2551667,-115.363,3.16
32.5646667,-115.7216667,3.15
39.35,-120.033,3.09
37.41,-121.7526667,3
37.8803333,-121.388,3.13
35.0275,-125.0001667,3.18
35.9625,-117.6626667,3.06
33.0025,-116.4678333,3.17
37.151,-117.3853,3.4
32.588,-115.7395,3.2
32.6015,-115.7403333,3.42
33.1468333,-116.4916667,3.94
37.1553333,-117.372,4.03
40.9511667,-124.8036667,4.39
37.3981667,-121.5101667,3.07
37.16,-117.368,3.2
37.1484,-117.378,3.5
37.1385,-117.3834,3.5
37.1745,-117.3628333,3.32
32.6806667,-115.894,3.12
37.1426,-117.3831,3.4
41.3729,-119.8929,3.4
37.1728333,-117.38,3.2
37.1451,-117.3855,3.4
37.1425,-117.3766667,3.25
37.15,-117.3828,3.7
37.1463333,-117.3815,3.46
37.1431667,-117.3878333,3.08
37.1473333,-117.3733333,3.18
37.1656,-117.3695,3.5
37.1398,-117.3805,4.3
32.2506667,-115.3828333,3.38
36.6766667,-121.301,3.17
32.6271667,-115.7051667,3.34
37.309,-114.12,3
35.8431667,-117.6771667,3.88
32.2953333,-115.366,3.37
34.7295,-116.7728333,3.12
32.6821667,-115.895,3.17
32.2955,-115.3335,3.21
35.7273333,-116.9566667,3.45
36.5605,-121.0676667,3.11
32.6518333,-115.7128333,3.15
37.9616667,-122.3473333,3.12
36.857,-121.5953333,3.22
32.4333333,-118.2248333,3.04
33.231,-115.6385,3.26
39.3068333,-122.7983333,3.56
33.2238333,-115.6298333,3.57
33.2255,-115.6425,3.17
32.7206667,-115.9638333,3.45
32.846,-116.0405,3.72
35.8186667,-121.1791667,3.69
37.4538,-117.5251,3.6
40.3048333,-124.5695,3.28
32.3633333,-115.411,4.22
33.5151667,-119.033,3.97
40.6648333,-124.1321667,3.18
33.8815,-116.693,3.59
36.835,-121.5708333,3.15
34.388,-117.502,3.1
33.1693333,-119.3245,3.18
38.8186667,-122.7658333,3.33
38.7951667,-122.8118333,3.19
33.3731667,-116.4128333,3.38
32.353,-115.407,3.1
34.7243333,-120.4291667,3.65
39.8765,-120.4806667,3.45
36.9085,-121.6408333,3.85
32.7251667,-115.977,3.48
33.979,-116.4431667,4.05
37.6218333,-118.8126667,3.6
36.4405,-120.2283333,3.01
36.504,-115.1886667,3.55
32.571,-115.7195,3.16
36.2503333,-120.8158333,3.4
33.9638333,-117.7595,3.06
39.3138333,-122.8145,3.01
38.621,-118.226,3.86
38.8171667,-122.7915,3.31
39.4981667,-123.125,3.36
32.2946667,-115.3798333,3.95
33.1575,-116.0053333,3.8
32.2596667,-115.3646667,3.08
32.6345,-115.6886667,3.04
32.726,-115.9793333,3.96
37.665,-122.5123333,3.15
37.624,-118.814,3.76
34.4791667,-116.2666667,3.07
39.0132,-118.8026,3
36.827,-121.5721667,3.35
40.0581,-119.636,4.2
32.4813333,-115.6406667,3.49
38.827,-122.8105,3.17
37.6211667,-118.8143333,3.43
32.5618333,-115.7088333,3.14
38.8153333,-122.8156667,3.71
38.8186667,-122.8076667,3.95
32.3045,-115.3236667,3.1
38.7923333,-122.7568333,3.21
32.67,-115.9188333,3.15
40.6805,-124.614,3.05
33.4778333,-116.442,3.3
32.67,-115.8691667,3.07
40.425,-123.568,3.81
36.7911667,-118.1951667,3.09
32.4685,-115.6235,3.09
32.2945,-115.41,3.02
36.1016667,-117.7086667,3.15
33.4578333,-116.4761667,3.4
33.4451667,-116.4061667,3.01
33.391,-116.4508333,3
33.4173333,-116.4746667,5.43
32.3078333,-115.4251667,3.02
32.736,-115.976,3.01
32.8698333,-116.233,3.04
32.8685,-116.2345,3.51
35.4816667,-118.4398333,3.74
32.4101667,-115.5571667,3.1
39.7695,-122.0825,3.31
32.6648333,-115.9123333,3.59
32.4066667,-115.5113333,3.39
37.7421667,-122.5523333,3.25
32.7116667,-115.9501667,3.11
35.2025,-118.5958333,3.78
32.6721667,-115.919,3.27
32.6981667,-115.9181667,3.01
35.337,-118.6091667,3
32.6188333,-115.7946667,4.17
32.7185,-115.9666667,3.05
35.6621667,-121.0286667,3.13
35.663,-121.0318333,3.27
32.72,-115.963,3.96
32.7126667,-115.9526667,3.49
34.131,-117.4471667,3.18
32.327,-115.4285,3.24
32.7125,-115.9548333,3.06
32.7063333,-115.931,3.15
38.8401667,-122.828,3.16
36.9391667,-121.434,3.07
32.7296667,-115.9931667,3.11
32.683,-115.9241667,3.02
32.719,-115.9715,3
33.3905,-116.4166667,3.41
32.6995,-115.9336667,3.41
32.494,-115.6128333,3.33
32.7248333,-115.9658333,3.34
32.7215,-115.9681667,3.05
35.2033333,-118.6028333,3.37
32.725,-115.9653333,3.15
32.6731667,-115.8965,3.37
32.702,-115.9296667,3.23
32.6906667,-115.9673333,3.24
32.7075,-115.928,3.08
37.2951,-115.6517,3
32.6956667,-115.9286667,3.77
32.7278333,-115.9741667,3.56
32.674,-115.905,3.31
32.6748333,-115.9085,3.22
32.689,-115.9231667,3.22
32.7325,-115.976,3.24
32.7151667,-115.9596667,3.13
32.7038333,-115.9336667,3.02
32.687,-115.906,3.65
32.709,-115.9586667,3.62
33.395,-116.4223333,3.04
32.7158333,-115.9508333,3.3
32.7051667,-115.9286667,3.11
32.6913333,-115.9301667,3.56
32.6718333,-115.9118333,3.05
32.6768333,-115.9148333,3.01
32.696,-115.914,3.15
32.6983333,-115.9241667,3.3
32.6676667,-115.8661667,3.14
32.683,-115.9148333,3.97
32.688,-115.9108333,4.15
32.7118333,-115.9468333,3.63
32.6818333,-115.9205,3.44
32.6965,-115.9228333,3.63
32.6973333,-115.9535,3.01
32.7005,-115.9165,3.53
32.6771667,-115.9358333,3.48
32.689,-115.9421667,3.22
32.6928333,-115.951,3.79
32.7088333,-115.9563333,4.35
32.7536667,-115.9885,3.65
32.6676667,-115.9141667,3.72
32.6431667,-115.9016667,3.46
32.6995,-115.95,4.61
32.6665,-115.883,3.24
32.7053333,-115.9473333,3.58
32.7073333,-115.9251667,3.49
32.7256667,-115.9445,3.08
32.7011667,-115.9376667,3.66
32.698,-115.931,3.84
32.7206667,-115.9511667,3.04
32.6863333,-115.9048333,3.92
32.6996667,-115.9115,4.1
32.7135,-115.9516667,3.18
32.7161667,-115.9395,3.19
32.7308333,-115.957,3.36
32.7161667,-115.9405,3.12
32.6988333,-115.9183333,3.1
32.7241667,-115.9518333,3.08
32.7293333,-115.9596667,3.79
32.705,-115.9113333,5.72
32.6533333,-115.7508333,3.21
38.795,-122.7798333,3.66
32.2503333,-115.3158333,3.22
32.4415,-115.5523333,3.04
32.5118333,-115.6293333,3.01
32.7001667,-115.9235,3.52
32.7055,-115.9201667,3.03
39.058,-115.5987,3.5
33.392,-116.3946667,4.23
33.3833333,-116.4158333,4.45
37.4531,-117.5215,4.4
36.8626667,-121.6091667,3.57
32.3878333,-115.196,3
32.405,-115.1896667,4.27
32.3685,-115.321,3.98
32.3411667,-115.1073333,3.29
32.3961667,-115.1798333,3.12
32.3788333,-115.181,3.03
32.4323333,-115.2043333,3.11
32.2976667,-115.345,3.38
32.6956667,-115.8948333,3.1
32.324,-115.4273333,3.09
37.9083,-117.5698,3
33.8571667,-118.4578333,3.69
34.3168333,-116.8466667,3.22
34.3165,-116.8475,3.32
33.8591667,-118.4436667,3.53
40.37,-124.7868333,3.81
32.5891667,-115.7166667,3.44
32.7006667,-115.907,4.09
33.2515,-116.0488333,3.07
33.5048333,-116.4626667,3.18
32.276,-115.3501667,3.11
38.794,-122.8081667,3.3
32.287,-115.3996667,3.63
37.7183333,-122.1195,3.2
32.7273333,-115.8721667,3.83
32.462,-115.566,3.65
39.2148333,-123.0888333,3.18
32.2658333,-115.3351667,3.71
32.2593333,-115.281,3.09
32.2503333,-115.2881667,4.34
32.6543333,-115.7455,3.35
32.3101667,-115.4105,3.06
32.4111667,-115.5601667,3.38
32.4028333,-115.5696667,3.5
32.6076667,-115.7356667,3.06
32.669,-115.8223333,4.15
32.7123333,-115.875,3.07
37.8165,-118.9695,3.32
32.6106667,-115.7593333,3.05
32.6128333,-115.7496667,3.89
32.605,-115.734,3.03
37.8156667,-118.969,3.33
32.616,-115.7643333,3.5
32.6295,-115.7711667,3.19
32.6243333,-115.7683333,4.6
32.6168333,-115.7563333,4.9
37.8193333,-118.9726667,3.45
32.7156667,-115.9476667,4.03
32.6593333,-115.815,3.15
32.658,-115.8145,3.05
38.7896667,-122.7355,3.02
33.8793333,-120.5513333,3.05
32.6731667,-115.8601667,3.42
32.6801667,-115.8583333,3.19
32.6771667,-115.8558333,4.15
32.6736667,-115.8566667,3.35
32.6721667,-115.8523333,3.68
32.6453333,-115.7415,4.04
32.2666667,-115.3055,3.46
32.6675,-115.8258333,3.65
32.9938333,-116.3521667,3.48
32.6601667,-115.8253333,4.53
32.291,-115.3928333,3.07
33.8326667,-115.5703333,3.54
32.7075,-115.9105,3.58
32.6626667,-115.7258333,3.49
32.5355,-115.6351667,3.63
37.7006667,-122.003,3.28
34.0838333,-119.0396667,3.9
32.6645,-115.8495,3.47
32.6066667,-115.7536667,3.28
35.9578333,-117.3286667,3.47
32.7038333,-115.861,3.92
32.6933333,-115.8658333,3.1
32.2623333,-115.3663333,3.2
32.3081667,-115.3761667,3.15
32.4178333,-115.5533333,3.28
32.3036667,-115.3911667,3.48
32.3168333,-115.3405,3.13
32.3223333,-115.3281667,3.19
32.7216667,-115.8745,3.61
32.6005,-115.7545,3.3
32.275,-115.3641667,3.76
35.6686667,-121.0931667,3.25
35.5298333,-118.373,3.85
32.2758333,-115.342,3.54
32.3566667,-115.336,3.03
32.258,-115.352,3.07
32.4206667,-115.5501667,3.12
32.2725,-115.2575,3.36
32.3681667,-115.435,3.03
32.4216667,-115.5543333,3.33
32.6726667,-115.8121667,4.05
32.7076667,-115.8766667,3.22
32.2868333,-115.37,3
32.6773333,-115.8011667,3.34
35.0081667,-119.2678333,4.27
32.6755,-115.8101667,4.69
32.6815,-115.7971667,4.8
32.7438333,-115.8231667,3.28
33.2666667,-116.0476667,3.4
32.5663333,-115.6668333,3.46
32.7041667,-115.874,3.4
32.3595,-115.3176667,3.76
32.3258333,-115.342,3.3
32.2986667,-115.3243333,3.34
32.6905,-115.9011667,3.65
32.7055,-115.8726667,3.13
32.3141667,-115.4371667,3.01
32.7091667,-115.8763333,4.23
32.706,-115.8681667,3
35.9563333,-117.3381667,3.71
32.2608333,-115.3586667,3.29
32.6803333,-115.9341667,3.31
33.7685,-120.263,3.01
32.7213333,-115.888,3.8
32.7153333,-115.887,3.93
32.7065,-115.7891667,3.17
33.7825,-120.276,3.4
32.2636667,-115.2866667,4.68
32.3978333,-115.5588333,3.03
32.3943333,-115.5631667,3.1
32.5836667,-115.7641667,3.01
32.3761667,-115.4525,3.4
32.3513333,-115.5525,3.92
32.3453333,-115.466,3.22
32.688,-115.797,3
32.2793333,-115.3901667,3.16
32.7165,-115.8905,3.46
32.3041667,-115.4633333,3.78
32.2576667,-115.3225,3.61
32.494,-115.563,3
32.5815,-115.654,3.19
32.6315,-115.7343333,3.24
32.6383333,-115.7236667,3.48
32.61,-115.7648333,3.16
32.5816667,-115.75,3.35
32.6125,-115.7673333,4.03
32.276,-115.3095,3.57
32.2998333,-115.3871667,3.02
32.3166667,-115.3693333,3.59
32.6993333,-115.8366667,3.09
32.6845,-115.8408333,3.39
38.8156667,-122.7985,3.49
32.6685,-115.792,3.58
32.7383333,-115.8256667,3.3
32.6813333,-115.914,3.22
32.6936667,-115.843,3.1
32.6941667,-115.841,3.07
32.3426667,-115.3601667,3.75
32.327,-115.3333333,3.82
32.7043333,-115.8381667,3.21
32.6921667,-115.8465,4.83
32.274,-115.3536667,3.4
32.2725,-115.3533333,3.96
36.5695,-120.3831667,3.34
32.4261667,-115.5443333,3.4
38.7925,-122.7665,3.26
32.338,-115.3305,3.82
32.2631667,-115.3418333,3.3
32.2911667,-115.3933333,3.09
32.3545,-115.3993333,3.42
32.6421667,-115.7341667,3.17
32.5886667,-115.7101667,3.14
32.2745,-115.3368333,3.75
32.6541667,-115.7626667,3.8
32.6615,-115.7978333,3.33
32.6595,-115.8075,4.63
32.6703333,-115.8073333,4.21
32.6523333,-115.7446667,3.39
32.5146667,-115.6276667,3.23
32.5258333,-115.6181667,4.15
32.5493333,-115.64,3.03
32.6443333,-115.7188333,3.64
32.7258333,-115.8995,3.03
32.3628333,-115.3143333,3.19
32.653,-115.717,3.04
32.6421667,-115.7455,3
32.6953333,-115.8426667,4.21
32.3596667,-115.3363333,3.21
32.3456667,-115.3245,3.56
32.3131667,-115.4068333,3.67
32.409,-115.5435,3.28
32.686,-115.8421667,3.45
32.361,-115.3258333,3.22
32.2775,-115.3443333,3.02
32.6871667,-115.778,3.5
32.321,-115.3898333,3.72
32.5151667,-115.5961667,3.91
32.2565,-115.396,3.05
32.3096667,-115.3425,4.12
32.5368333,-115.6111667,3.42
32.5861667,-115.6741667,3.26
32.6098333,-115.7593333,3.72
32.2881667,-115.3901667,3.07
32.66,-115.7706667,3.39
32.2963333,-115.346,4
32.6105,-115.7281667,3.31
32.6323333,-115.7341667,3.6
32.4425,-115.5496667,3
32.3086667,-115.436,3.18
32.2641667,-115.3415,3.54
32.6665,-115.7905,3.42
32.3235,-115.3235,3.17
40.4855,-124.2708333,3.24
32.6483333,-115.7211667,3.5
32.6585,-115.7603333,3.03
32.6735,-115.7643333,3
32.6223333,-115.7673333,3.02
32.7073333,-115.8586667,3.19
32.6115,-115.7615,3.5
32.719,-115.814,3.34
32.2695,-115.2075,3.29
32.5858333,-115.689,3.23
32.3438333,-115.3133333,3.5
32.3325,-115.3183333,3.29
32.678,-115.7673333,3.84
38.7606667,-122.7336667,3.15
32.6676667,-115.7585,3.19
32.3305,-115.3013333,3.02
32.711,-115.9815,3.24
32.6761667,-115.7865,3.95
32.7133333,-115.8588333,3.38
32.2713333,-115.3718333,3.39
32.6638333,-115.7798333,3.43
32.6856667,-115.764,3.17
32.5443333,-115.6395,3.14
32.6795,-115.7978333,3.15
40.3136667,-124.5318333,3.91
32.6511667,-115.7256667,3.1
32.6716667,-115.7765,3.32
36.5763333,-121.1756667,3.37
32.6638333,-115.7873333,3.17
32.6578333,-115.7915,3.62
32.6928333,-115.8028333,3.49
32.6041667,-115.7211667,3.78
32.5678333,-115.6571667,3.22
32.4235,-115.496,3.29
32.6813333,-115.8015,3.37
32.3681667,-115.3745,3.17
32.6455,-115.7635,3.59
32.4033333,-115.5373333,3.26
32.4288333,-115.5388333,3.19
32.6455,-115.7655,3.37
32.6081667,-115.7521667,3.04
32.3576667,-115.328,3.11
32.2825,-115.3193333,3.14
32.3326667,-115.318,4.36
32.3153333,-115.3651667,3.04
32.3116667,-115.366,3.25
32.6078333,-115.768,3.05
32.3113333,-115.3181667,3.52
32.348,-115.4216667,3.49
32.6343333,-115.7151667,3.32
32.6141667,-115.7536667,3.16
32.6155,-115.767,3.15
32.684,-115.7663333,3.31
